t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a 627103 627106   1.42 cb           231 1.0  68       0       0       0
a 627104 627103   0.61 cb           232 1.0  65       0       0       0
a 627104 627107   0.96 cb           232 1.0  65       0       0       0
a 627104 627112   1.70 cb           232 1.0  68       0       0       0
a 627106 627103   1.42 cb           231 1.0  68       0       0       0
a 627106 681216   1.42 cb           231 1.0  68       0       0       0
a 627107 627073   1.50 cb           232 1.0  65       0       0       0
a 627107 627104   0.96 cb           232 1.0  65       0       0       0
a 627112 712711   1.00 cg           900 1.0  95       0       0       0
a 627112 627104   1.70 cb           232 1.0  68       0       0       0
a 627112 627114   1.94 cb           231 1.0  70       0       0       0
a 627114 627112   1.94 cb           231 1.0  70       0       0       0
a 627114 627115   2.17 cb           231 1.0  68       0       0       0
a 627114 627117   3.00 cb           231 1.0  68       0       0       0
a 627115 627114   2.17 cb           231 1.0  68       0       0       0
a 627115 627116   4.29 cb           231 1.0  68       0       0       0
a 627115 692135   5.27 cb           341 1.0  68       0       0       0
a 627116 627115   4.29 cb           231 1.0  68       0       0       0
a 627116 636226   3.24 cb           231 1.0  68       0       0       0
a 627117 627114   3.00 cb           231 1.0  68       0       0       0
a 627117 692108   5.35 cb           231 1.0  68       0       0       0
a 627123 627124   0.27 cb           232 1.0  65       0       0       0
a 627123 627127   0.33 cb           342 1.0  65       0       0       0
a 627123 627153   1.06 cb           232 1.0  65       0       0       0
a 627124 627123   0.27 cb           232 1.0  65       0       0       0
a 627124 627146   0.97 cb           232 1.0  65       0       0       0
a 627124 627155   0.24 cb           342 1.0  65       0       0       0
a 627125 712712   0.90 c            900 1.0  95       0       0       0
a 627125 712718   0.40 cg           900 1.0  95       0       0       0
a 627125 627126   0.44 cb           342 1.0  65       0       0       0
a 627125 627153   0.35 cb           342 1.0  65       0       0       0
a 627125 627183   0.50 cb           442 1.0  66       0       0       0
a 627126 627125   0.44 cb           342 1.0  65       0       0       0
a 627126 627142   0.75 cb           342 1.0  65       0       0       0
a 627127 712712   0.40 c            900 1.0  95       0       0       0
a 627127 627123   0.33 cb           342 1.0  65       0       0       0
a 627127 627133   0.39 cb           342 1.0  65       0       0       0
a 627133 712713   0.50 c            900 1.0  95       0       0       0
a 627133 712740   0.66 cg           900 1.0  95       0       0       0
a 627133 627127   0.39 cb           342 1.0  65       0       0       0
a 627133 627143   0.66 cb           342 1.0  65       0       0       0
a 627142 712714   0.62 cg           900 1.0  95       0       0       0
a 627142 626173   2.00 cb           342 1.0  65       0       0       0
a 627142 627126   0.75 cb           342 1.0  65       0       0       0
a 627142 627143   0.15 cb           342 1.0  65       0       0       0
a 627143 627133   0.66 cb           342 1.0  65       0       0       0
a 627143 627142   0.15 cb           342 1.0  65       0       0       0
a 627146 627015   0.77 cb           232 1.0  68       0       0       0
a 627146 627124   0.97 cb           232 1.0  65       0       0       0
a 627152 712715   0.30 c            900 1.0  95       0       0       0
a 627152 627153   0.13 cb           342 1.0  65       0       0       0
a 627152 627165   0.92 cb           342 1.0  68       0       0       0
a 627153 712716   0.30 cg           900 1.0  95       0       0       0
a 627153 627123   1.06 cb           232 1.0  65       0       0       0
a 627153 627125   0.35 cb           342 1.0  65       0       0       0
a 627153 627152   0.13 cb           342 1.0  65       0       0       0
a 627153 627182   0.79 cb           232 1.0  68       0       0       0
a 627155 627124   0.24 cb           342 1.0  65       0       0       0
a 627155 627162   0.51 cb           342 1.0  65       0       0       0
a 627162 712745   0.54 cg           900 1.0  95       0       0       0
a 627162 627155   0.51 cb           342 1.0  65       0       0       0
a 627162 627163   0.48 cb           342 1.0  65       0       0       0
a 627162 627165   1.38 cb           342 1.0  65       0       0       0
a 627163 627162   0.48 cb           342 1.0  65       0       0       0
a 627163 627172   1.06 cb           342 1.0  65       0       0       0
a 627165 627152   0.92 cb           342 1.0  68       0       0       0
a 627165 627162   1.38 cb           342 1.0  65       0       0       0
a 627165 627166   1.50 cb           342 1.0  68       0       0       0
a 627166 627165   1.50 cb           342 1.0  68       0       0       0
a 627166 627172   0.69 cb           342 1.0  65       0       0       0
a 627172 712717   0.30 cg           900 1.0  95       0       0       0
a 627172 627163   1.06 cb           342 1.0  65       0       0       0
a 627172 627166   0.69 cb           342 1.0  65       0       0       0
a 627182 626192   1.23 cb           231 1.0  68       0       0       0
a 627182 627153   0.79 cb           232 1.0  68       0       0       0
a 627183 626213   1.00 cb           442 1.0  66       0       0       0
a 627183 627125   0.50 cb           442 1.0  66       0       0       0
a 627192 712722   0.75 c            900 1.0  95       0       0       0
a 627192 627197   0.14 cb           232 1.0  65       0       0       0
a 627192 627232   0.33 cb           232 1.0  65       0       0       0
a 627192 627274   0.20 cb           232 1.0  65       0       0       0
a 627193 712720   0.30 c            900 1.0  95       0       0       0
a 627193 627194   0.60 cb           442 1.0  65       0       0       0
a 627193 627197   0.31 cb           442 2.0  65       0       0       0
a 627194 712719   0.15 c            900 1.0  95       0       0       0
a 627194 712721   0.26 cg           900 1.0  95       0       0       0
a 627194 712739   0.49 cg           900 1.0  95       0       0       0
a 627194 627193   0.60 cb           442 1.0  65       0       0       0
a 627194 627195   0.58 cb           442 1.0  65       0       0       0
a 627195 712719   0.25 c            900 1.0  95       0       0       0
a 627195 627194   0.58 cb           442 1.0  65       0       0       0
a 627195 627196   0.49 cb           442 1.0  65       0       0       0
a 627196 627195   0.49 cb           442 1.0  65       0       0       0
a 627196 627224   0.55 cb           232 2.0  68       0       0       0
a 627196 627225   0.47 cb           232 1.0  65       0       0       0
a 627197 627192   0.14 cb           232 1.0  65       0       0       0
a 627197 627193   0.31 cb           442 2.0  65       0       0       0
a 627197 627225   0.20 cb           232 1.0  65       0       0       0
a 627204 627232   0.13 cb           342 1.0  65       0       0       0
a 627204 627233   0.11 cb           342 1.0  65       0       0       0
a 627204 627275   0.35 cb           342 1.0  65       0       0       0
a 627224 627034   1.58 cb           231 2.0  68       0       0       0
a 627224 627196   0.55 cb           232 2.0  68       0       0       0
a 627225 627196   0.47 cb           232 1.0  65       0       0       0
a 627225 627197   0.20 cb           232 1.0  65       0       0       0
a 627226 627192   0.36 cb           232 1.0  65       0       0       0
a 627226 627279   0.31 cb           111 2.0  71       0       0       0
a 627226 627343   2.32 cb           111 2.0  71       0       0       0
a 627232 627236   0.28 cb           232 1.0  65       0       0       0
a 627233 712720   0.40 c            900 1.0  95       0       0       0
a 627233 627204   0.11 cb           342 1.0  65       0       0       0
a 627233 627235   0.19 cb           342 1.0  65       0       0       0
a 627234 627273   0.75 cb           112 3.0  73       0       0       0
a 627234 627275   0.62 cb           342 1.0  65       0       0       0
a 627234 627297   0.66 cb           112 3.0  73       0       0       0
a 627235 627233   0.19 cb           342 1.0  65       0       0       0
a 627235 627338   0.41 cb           342 1.0  65       0       0       0
a 627236 627234   0.29 cb           232 1.0  65       0       0       0
a 627236 627235   0.14 cb           232 1.0  65       0       0       0
a 627252 627257   0.18 cb           232 2.0  68       0       0       0
a 627252 627264   0.56 cb           112 3.0  73       0       0       0
a 627252 627296   0.38 cb           232 2.0  68       0       0       0
a 627252 627297   0.39 cb           112 3.0  73       0       0       0
a 627254 712723   1.00 c            900 1.0  95       0       0       0
a 627254 712724   0.50 c            900 1.0  95       0       0       0
a 627254 712725   0.25 c            900 1.0  95       0       0       0
a 627254 626264   0.58 cb           232 2.0  68       0       0       0
a 627254 627257   0.36 cb           232 2.0  68       0       0       0
a 627257 627254   0.36 cb           232 2.0  68       0       0       0
a 627257 627264   0.52 cb           232 2.0  68       0       0       0
a 627257 627296   0.39 cb           232 2.0  68       0       0       0
a 627257 627338   0.69 cb           342 1.0  65       0       0       0
a 627262 625039   2.40 cg           600 1.0  60       0       0       0
a 627262 627296   1.02 cb           442 1.0  65       0       0       0
a 627264 626262   0.45 cb           112 3.0  73       0       0       0
